1,GRU,FixLBasewithMoreSBase,0.48690312845686284,1.727211567163192,0.5897003984619138,1.3651941040068238
2,GRU,FixLBasewithMoreSBase,0.6600208847761857,1.1711243133301852,0.6946945318943786,1.056113151798015
3,GRU,FixLBasewithMoreSBase,0.7099068446046156,0.9989543263192603,0.7420452829311928,0.903458350225144
4,GRU,FixLBasewithMoreSBase,0.7394346653724473,0.8997541539666825,0.7551608368861886,0.8412773517929394
5,GRU,FixLBasewithMoreSBase,0.7585472043700555,0.8369651949717862,0.7696239588294745,0.8011833855773792
6,GRU,FixLBasewithMoreSBase,0.7737267450340571,0.7881162105492249,0.7819611761015788,0.7656076354116274
7,GRU,FixLBasewithMoreSBase,0.7839910058640012,0.7502840233341329,0.7851093737293944,0.7449734431394731
8,GRU,FixLBasewithMoreSBase,0.7926598659915041,0.7218360472622591,0.800350832355572,0.6959172492835962
9,GRU,FixLBasewithMoreSBase,0.7978513721607741,0.7028796876963878,0.8070073535391085,0.6695115154126031
10,GRU,FixLBasewithMoreSBase,0.8042807337294299,0.6820317319340202,0.8004321511134861,0.6940178832104714
11,GRU,FixLBasewithMoreSBase,0.8087016458700936,0.6677806856715894,0.8038126880496277,0.6797469515876211
12,GRU,FixLBasewithMoreSBase,0.8131225580107574,0.6519667372704974,0.8188682752291446,0.6395870240916969
13,GRU,FixLBasewithMoreSBase,0.8164708342422556,0.6405445204328029,0.8154180365005054,0.6489533039871245
14,GRU,FixLBasewithMoreSBase,0.817725469746117,0.6372153957070242,0.7775467292433871,0.7473606927220863
15,GRU,FixLBasewithMoreSBase,0.8171575277484843,0.6392733894513838,0.8194955913616245,0.636544089404182
16,GRU,FixLBasewithMoreSBase,0.8227762811932461,0.6197536139977116,0.8267097268851431,0.6073704379791502
17,GRU,FixLBasewithMoreSBase,0.8258883451848199,0.6081588546687184,0.7604233222197697,0.8411401544168396
18,GRU,FixLBasewithMoreSBase,0.8266266697817425,0.6042954181064918,0.8266400250926453,0.6069977487843345
19,GRU,FixLBasewithMoreSBase,0.8285099138148019,0.5990844596033723,0.8270350019167992,0.6034819748995024
20,GRU,FixLBasewithMoreSBase,0.8307287599373715,0.5907776874226505,0.8313913639479096,0.5942715299502705
21,GRU,FixLBasewithMoreSBase,0.8311947305308838,0.5890197104106704,0.8295326494813025,0.5964795100977944
22,GRU,FixLBasewithMoreSBase,0.8321008561725615,0.5860096115709099,0.8389307745030843,0.564078667596774
23,GRU,FixLBasewithMoreSBase,0.8331567119772514,0.5819956940235037,0.8343188392328156,0.5810673811953436
24,GRU,FixLBasewithMoreSBase,0.8354607493994659,0.5746455056382668,0.841683995306746,0.5570516184341799
25,GRU,FixLBasewithMoreSBase,0.8361513152374965,0.5732800350367084,0.8417188462029949,0.56022541613526
26,GRU,FixLBasewithMoreSBase,0.8370987457517293,0.5683072408814857,0.8398601317363878,0.5640029282388809
27,GRU,FixLBasewithMoreSBase,0.8383779060236702,0.5647282574382968,0.8308453665733437,0.5967869726633228
28,GRU,FixLBasewithMoreSBase,0.8397022434999684,0.5599994493529118,0.819553676188706,0.6300037574296019
1,CNN,FixLBasewithMoreSBase,0.47743140486907,1.8134373727170683,0.549006168608636,1.5906376878315032
